cohort,video,method,total_bpp,reference,interpolation,within_sampled_overlap,reference_min_bpp,reference_max_bpp,psnr_original_interpolated,psnr_minus_original_interpolated,ms_ssim_original_interpolated,ms_ssim_minus_original_interpolated,lpips_original_interpolated,lpips_minus_original_interpolated
Train2_full,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train2_full_DIRECT_l1,0.22633246527777778,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train2_full,c227e33d-910e-4e39-a325-0fe1d1116436,train2_full_DIRECT_l1,0.18931954089506173,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train2_full,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train2_full_DIRECT_l2,0.16064549575617285,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train2_full,c227e33d-910e-4e39-a325-0fe1d1116436,train2_full_DIRECT_l2,0.12665533371913582,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train2_full,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train2_full_DIRECT_l3,0.10949918016975309,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train2_full,c227e33d-910e-4e39-a325-0fe1d1116436,train2_full_DIRECT_l3,0.07140769675925926,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train2_full,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train2_full_DIRECT_l4,0.02689646026234568,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train2_full,c227e33d-910e-4e39-a325-0fe1d1116436,train2_full_DIRECT_l4,0.010715181327160494,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train2_full,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train2_full_DIRECT_l5,0.0030256558641975307,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0028018904320987656,0.005521074459876543,16.18407003957843,1.9647561105362357,0.7736989003515784,0.004588059177713877,0.22527825842925972,0.14667175327113205
Train2_full,c227e33d-910e-4e39-a325-0fe1d1116436,train2_full_DIRECT_l5,0.003211323302469136,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,27.658777358994776,1.7147810843734987,0.8919664885128762,0.004372139655352214,0.14962539126999416,0.029169447218107797
Train6_adaptation_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_Badapt_l0,0.006158371913580247,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_adaptation_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_Badapt_l0,0.005520833333333333,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,29.1833436542645,0.3272468514313118,0.9300514744187218,-0.031384504386809065,0.1054717390027081,0.06502724306916842
Train6_adaptation_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_Badapt_l1,0.005805362654320988,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_adaptation_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_Badapt_l1,0.005110677083333333,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,29.004079393682662,0.5059961444978249,0.9259004680762019,-0.027240648947532198,0.11068354890204003,0.05981696240150401
Train6_adaptation_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_Badapt_l2,0.005464409722222222,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0028018904320987656,0.005521074459876543,16.995409049783795,1.2106592265897405,0.8259619682263158,-0.04440883324237832,0.18823541119344553,0.17431036405615488
Train6_adaptation_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_Badapt_l2,0.004743441358024692,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,28.830917602092864,0.677088449998088,0.9218907692503546,-0.023258659167684215,0.11571793967611055,0.05483441276722689
Train6_adaptation_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_Badapt_l3,0.004554157021604938,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0028018904320987656,0.005521074459876543,16.796329368785564,1.4074815245046182,0.8119500764437517,-0.030486623520685208,0.19867367060358693,0.16388523256902526
Train6_adaptation_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_Badapt_l3,0.004140625,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,28.444662824791745,1.0575013844553176,0.9125871331040815,-0.014028527180220629,0.1251586491947258,0.04551467832576389
Train6_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_CODED_l0,0.004997106481481482,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0028018904320987656,0.005521074459876543,16.897738305370805,1.3612902698387472,0.8190875755501016,-0.034317168494587436,0.193356539386199,0.16647898472578715
Train6_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_CODED_l0,0.0046566358024691355,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,28.788027982360074,0.7432980777643508,0.9208976260384214,-0.02194323356085004,0.11696488395812422,0.05325217745719045
Train6_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_CODED_l1,0.004656394675925926,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0028018904320987656,0.005521074459876543,16.820585096424576,1.4382182621276236,0.8136572754360397,-0.02890119770016708,0.19740188045399343,0.16242796631557788
Train6_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_CODED_l1,0.004291087962962963,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,28.55385868377636,0.9767156972779603,0.9152495908579904,-0.016306717059865528,0.12265031559533915,0.04761340694360891
Train6_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_CODED_l2,0.004295428240740741,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0028018904320987656,0.005521074459876543,16.722369202042884,1.535590311423224,0.8072618613183902,-0.022539027151914803,0.2021681563216871,0.15768325429077684
Train6_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_CODED_l2,0.003942901234567901,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,28.29497346787694,1.232865649075336,0.9089373464482374,-0.010031261139029302,0.1285971572747153,0.04170967991150201
Train6_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_CODED_l3,0.003924093364197531,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0028018904320987656,0.005521074459876543,16.58428389376693,1.6702981275073583,0.7995645200710517,-0.015002799107769027,0.2079100289554419,0.15213280942429883
Train6_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_CODED_l3,0.0036161747685185186,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,28.028560631312867,1.4885286198262335,0.9021287406995926,-0.0033899661480799592,0.13609229108454612,0.034485445486885036
Train6_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_DIRECT_l0,0.06068359375,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_DIRECT_l0,0.05364462770061729,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_DIRECT_l1,0.04743875385802469,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_DIRECT_l1,0.04055193865740741,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_DIRECT_l2,0.03433400848765432,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_DIRECT_l2,0.02802758487654321,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_DIRECT_l3,0.0240063175154321,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_DIRECT_l3,0.017007378472222223,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_DIRECT_l4,0.007600790895061728,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Train6_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_DIRECT_l4,0.004712094907407407,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,28.8155209056808,0.5933922104808929,0.9215342465154107,-0.024662530555915385,0.11616557298861216,0.06117529400922586
Train6_sparse,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,train6_DIRECT_l5,0.002854938271604938,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0028018904320987656,0.005521074459876543,16.094078505400777,2.0547474658878997,0.7672096032720783,0.011077060289630403,0.22932117727958656,0.14263329359329247
Train6_sparse,c227e33d-910e-4e39-a325-0fe1d1116436,train6_DIRECT_l5,0.00318287037037037,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.003158275462962963,0.005521797839506173,27.63106028089546,1.7425068892636055,0.8912047776443492,0.005133927685320949,0.1506397638034365,0.028156426965043807
Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,val6_CODED_l0,0.0100805362654321,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,30884276-8cb2-485e-b0ca-a22605c1801f,val6_CODED_l0,0.01045235339506173,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,val6_CODED_l0,0.009731867283950616,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,val6_CODED_l0,0.010400993441358026,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,val6_CODED_l0,0.011432532793209877,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,2996c286-14c5-4157-95ba-f2a73fae0187,val6_CODED_l0,0.012290219907407408,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,val6_CODED_l1,0.008255690586419753,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,30884276-8cb2-485e-b0ca-a22605c1801f,val6_CODED_l1,0.008616174768518519,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,val6_CODED_l1,0.007908709490740741,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,val6_CODED_l1,0.008582417052469135,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,val6_CODED_l1,0.00962794174382716,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,2996c286-14c5-4157-95ba-f2a73fae0187,val6_CODED_l1,0.010487316743827161,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,val6_CODED_l2,0.006476417824074074,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,30884276-8cb2-485e-b0ca-a22605c1801f,val6_CODED_l2,0.006786747685185186,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,val6_CODED_l2,0.006135464891975309,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,val6_CODED_l2,0.0068012152777777776,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.002515432098765432,0.006903935185185185,26.784128874863402,2.496613519531042,0.9068336182634645,0.0005165096905772604,0.17266293356581375,0.06676753310100392
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,val6_CODED_l2,0.0077977912808641974,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,2996c286-14c5-4157-95ba-f2a73fae0187,val6_CODED_l2,0.008617139274691358,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,val6_CODED_l3,0.0048767843364197535,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,30884276-8cb2-485e-b0ca-a22605c1801f,val6_CODED_l3,0.005138647762345679,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,val6_CODED_l3,0.00453197337962963,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,val6_CODED_l3,0.0051625192901234565,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.002515432098765432,0.006903935185185185,26.579503912081098,2.7880746610407847,0.900933003027172,0.006109828744665147,0.18780986797359578,0.05329981520476945
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,val6_CODED_l3,0.006071084104938272,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0028546971450617285,0.006173804012345679,25.600944800269723,0.8511983087168815,0.9097417206547765,-0.028031060259772977,0.15714845641693337,0.05334846095004814
Val6,2996c286-14c5-4157-95ba-f2a73fae0187,val6_CODED_l3,0.006822193287037037,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,val6_DIRECT_l0,0.2505179398148148,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,30884276-8cb2-485e-b0ca-a22605c1801f,val6_DIRECT_l0,0.2635884452160494,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,val6_DIRECT_l0,0.24930844907407407,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,val6_DIRECT_l0,0.25161964699074074,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,val6_DIRECT_l0,0.26689043209876545,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,2996c286-14c5-4157-95ba-f2a73fae0187,val6_DIRECT_l0,0.28567467206790126,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,val6_DIRECT_l1,0.18534239969135802,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,30884276-8cb2-485e-b0ca-a22605c1801f,val6_DIRECT_l1,0.1979636863425926,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,val6_DIRECT_l1,0.18407069830246914,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,val6_DIRECT_l1,0.18639564043209877,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,val6_DIRECT_l1,0.20117115162037036,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,2996c286-14c5-4157-95ba-f2a73fae0187,val6_DIRECT_l1,0.21958574459876543,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,val6_DIRECT_l2,0.12288387345679012,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,30884276-8cb2-485e-b0ca-a22605c1801f,val6_DIRECT_l2,0.13449339313271605,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,val6_DIRECT_l2,0.1214525462962963,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,val6_DIRECT_l2,0.12409698109567902,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,val6_DIRECT_l2,0.1369849537037037,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,2996c286-14c5-4157-95ba-f2a73fae0187,val6_DIRECT_l2,0.15453872492283952,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,val6_DIRECT_l3,0.06539930555555555,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,30884276-8cb2-485e-b0ca-a22605c1801f,val6_DIRECT_l3,0.0793725887345679,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,val6_DIRECT_l3,0.06433641975308642,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,val6_DIRECT_l3,0.06623577353395062,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
